country,alum_survey,school_graduation,year_program,same_residence,girl_age,n2_a1,n2_a2,n2_a3,n2_a4,n2_a5,n2_a6,n2_a7,n2_a8,n2_a9,n3_b1,n3_b2,n3_b3,n3_b4,n3_b5,n4_c1,n4_c2_a,n4_c2_b,n4_c2_c,n4_c2_d,n4_c2_e,n4_c2_f,n4_c2_g,n4_c2_h,n4_c2_i,n4_c2_j,n4_c2_k,n4_c3_a,n4_c3_b,n4_c3_c,n4_c3_d,n4_c3_e,n4_c3_f,n4_c3_g,n4_c3_h,n4_c3_i,n4_c3_j,n4_c3_k,n5_d1,n5_d2,n5_d3,n5_d4,n5_d5,n5_d6,n5_d7
Nepal,1 Year,2019,13,NA,24,1,NA,NA,NA,Pre Diploma program,1,0,0,NA,Married,22,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,1,0
Nepal,1 Year,2019,7,1,23,NA,NA,NA,NA,NA,NA,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,1,1
Nepal,1 Year,2019,8,1,25,1,NA,0,NA,NA,NA,1,0,1,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,0,0
Nepal,1 Year,2019,14,1,26,1,NA,0,NA,NA,NA,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,0,0
Nepal,1 Year,2019,7,1,24,NA,NA,NA,NA,NA,NA,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,1,0
Nepal,1 Year,2019,7,1,23,1,NA,0,NA,NA,NA,1,0,1,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,0,0
Nepal,1 Year,2019,4,1,21,1,NA,NA,NA,Pre Diploma program,1,1,0,1,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,0,0
Nepal,1 Year,2019,13,NA,24,1,NA,1,NA,NA,NA,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,0,0
Nepal,1 Year,2019,12,NA,23,1,NA,NA,NA,Pre Diploma program,1,1,0,1,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,0
Nepal,1 Year,2019,12,NA,25,NA,NA,NA,NA,NA,NA,0,0,NA,Married,21,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,0
Nepal,1 Year,2019,7,1,23,1,NA,0,NA,NA,NA,0,0,NA,Married,22,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,0
Nepal,1 Year,2019,7,NA,24,1,NA,0,NA,NA,NA,0,0,NA,Married,22,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,0,0
Nepal,1 Year,2019,7,1,22,1,NA,NA,NA,Pre Diploma program,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0
Nepal,1 Year,2019,7,1,21,1,NA,1,NA,NA,NA,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0
Nepal,1 Year,2019,5,NA,28,1,NA,NA,NA,Pre Diploma program,1,0,0,NA,Married,24,1,1,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,1,0
Nepal,1 Year,2019,7,NA,24,NA,NA,NA,NA,NA,NA,0,0,NA,Married,20,1,1,23,1,0,1,1,0,0,0,0,0,0,0,0,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0
Nepal,1 Year,2019,8,NA,24,NA,NA,NA,NA,NA,NA,0,0,NA,Married,21,1,1,23,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,0,0
Nepal,1 Year,2019,7,1,24,1,NA,NA,NA,Pre Diploma program,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0
Nepal,1 Year,2019,7,1,23,1,NA,0,NA,NA,NA,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,1,0
Nepal,1 Year,2019,4,1,25,NA,NA,NA,NA,NA,NA,0,0,NA,Married,24,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,0,0
Nepal,1 Year,2019,7,1,25,1,NA,NA,NA,Pre Diploma program,1,1,0,1,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,0
Nepal,1 Year,2019,5,1,24,1,NA,NA,NA,Pre Diploma program,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0
Nepal,1 Year,2019,8,1,24,1,NA,0,NA,NA,NA,1,0,1,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,0
Nepal,1 Year,2019,7,NA,24,1,NA,NA,NA,Pre Diploma program,1,0,0,NA,Married,24,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,0
Nepal,1 Year,2019,4,1,24,NA,NA,NA,NA,NA,NA,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,0
Nepal,1 Year,2019,12,NA,25,1,NA,0,NA,NA,NA,0,0,NA,Married,24,1,1,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,0
Nepal,1 Year,2019,7,1,23,1,NA,NA,NA,Pre Diploma program,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,1,0
Nepal,1 Year,2019,7,NA,28,NA,NA,NA,NA,NA,NA,0,0,NA,Married,21,1,1,22,1,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,0,1,1,1,2,1,0
Nepal,1 Year,2019,7,1,24,NA,NA,NA,NA,NA,NA,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,0
Nepal,1 Year,2019,7,1,23,1,NA,0,NA,NA,NA,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,0
Nepal,1 Year,2019,13,1,25,1,NA,0,NA,NA,NA,0,0,NA,Married,24,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,1,0
Nepal,1 Year,2019,7,1,26,1,NA,NA,NA,Pre Diploma program,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,0
Nepal,1 Year,2019,11,NA,29,NA,NA,NA,NA,NA,NA,0,0,NA,Married,27,0,0,NA,1,0,0,1,0,0,0,0,1,0,0,0,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,0,1,1,0,NA,0,1
Nepal,1 Year,2019,5,1,22,1,NA,0,NA,NA,NA,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,0
Nepal,1 Year,2019,7,1,22,1,NA,NA,NA,Pre Diploma program,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,0
Sri Lanka,5 Year,2022,8,1,19,1,NA,NA,NA,University,0,0,0,NA,Never married,NA,NA,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,21,1,NA,NA,NA,Post-Secondary -Technical/Vocational,1,1,0,1,Never married,NA,NA,0,NA,1,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,1,1,2,0,2
Sri Lanka,5 Year,2022,8,1,22,1,NA,1,NA,NA,NA,0,0,NA,Never married,NA,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,0,2
Sri Lanka,5 Year,2022,8,1,23,1,NA,NA,NA,Post-Secondary -Technical/Vocational,0,1,0,1,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,18,1,NA,NA,NA,University,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,22,NA,NA,NA,NA,NA,NA,0,0,NA,Married,19,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,22,1,NA,NA,NA,Post-Secondary -Technical/Vocational,0,1,0,1,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,19,NA,NA,NA,NA,NA,NA,0,0,NA,Married,19,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
Sri Lanka,5 Year,2020,8,1,18,1,NA,0,NA,NA,NA,1,0,1,Never married,NA,NA,0,NA,1,0,0,0,1,1,0,0,0,0,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,0,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,22,NA,NA,NA,NA,NA,NA,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,21,1,NA,NA,NA,Post-Secondary -Technical/Vocational,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,19,1,NA,NA,NA,Post-Secondary -Technical/Vocational,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,22,1,NA,NA,NA,University,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,23,NA,NA,NA,NA,NA,NA,1,0,1,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,19,NA,NA,NA,NA,Other,1,1,0,0,No response,NA,NA,0,NA,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,2,2,1,2,NA,0,0,1,1,1,0,2
Sri Lanka,5 Year,2022,8,1,21,NA,NA,NA,NA,NA,NA,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,0,2
Sri Lanka,5 Year,2022,8,1,20,NA,NA,NA,NA,NA,NA,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,0,2
Sri Lanka,5 Year,2022,8,1,19,1,NA,NA,NA,Post-Secondary -Technical/Vocational,0,0,0,NA,Never married,NA,NA,0,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,20,NA,NA,NA,NA,NA,NA,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,0,2
Sri Lanka,5 Year,2022,8,1,19,NA,NA,NA,NA,NA,NA,0,0,NA,Married,18,1,1,19,1,1,1,1,0,1,1,1,1,1,0,1,1,2,1,NA,1,1,2,1,2,NA,2,0,1,1,1,1,0,2
Sri Lanka,5 Year,2022,8,1,19,1,NA,NA,NA,Post-Secondary -Technical/Vocational,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,2
Sri Lanka,5 Year,2020,8,1,18,NA,NA,NA,NA,Post-Secondary -Technical/Vocational,0,1,1,0,Engaged to be married,NA,NA,0,NA,1,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,0,0,1,1,2,0,2
Sri Lanka,5 Year,2022,8,1,22,1,NA,NA,NA,University,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,0,2
Sri Lanka,5 Year,2022,8,1,23,1,NA,NA,NA,Post-Secondary -Technical/Vocational,0,1,0,0,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0,2
Sri Lanka,5 Year,2022,8,1,19,NA,NA,NA,NA,Other,1,1,0,0,Married,19,0,0,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
Sri Lanka,5 Year,2022,9,1,21,NA,NA,NA,NA,NA,NA,0,1,0,Never married,NA,NA,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,2
Sri Lanka,5 Year,2020,8,1,18,1,NA,1,NA,NA,NA,1,1,0,Married,18,0,0,NA,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,1,1,1,0,2
Sri Lanka,5 Year,2022,8,1,22,1,NA,NA,NA,University,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,22,1,NA,NA,NA,Post-Secondary -Technical/Vocational,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2
Sri Lanka,5 Year,2021,8,1,19,NA,NA,NA,NA,NA,NA,0,0,NA,Married,19,0,0,NA,1,0,0,0,0,1,0,1,0,0,1,0,NA,NA,NA,NA,1,NA,2,NA,NA,2,NA,0,1,1,1,1,1,2
Sri Lanka,5 Year,2022,8,1,19,1,NA,NA,NA,Post-Secondary -Technical/Vocational,1,0,0,NA,Never married,NA,NA,0,NA,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,0,0,0,0,NA,0,2
Sri Lanka,5 Year,2022,8,1,19,1,NA,NA,NA,Post-Secondary -Technical/Vocational,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,22,1,NA,NA,NA,University,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,0,2
Sri Lanka,5 Year,2022,9,1,21,NA,NA,NA,NA,NA,NA,0,0,NA,Never married,NA,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,NA,0,2
Sri Lanka,5 Year,2022,8,1,22,1,NA,NA,NA,University,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,22,1,NA,NA,NA,Post-Secondary -Technical/Vocational,0,1,0,1,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,0,2
Sri Lanka,5 Year,2020,8,1,18,NA,NA,NA,NA,NA,NA,0,0,NA,Never married,NA,NA,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,23,NA,NA,NA,NA,NA,NA,0,0,NA,Married,21,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,0,2
Sri Lanka,5 Year,2022,8,1,22,1,NA,NA,NA,Post-Secondary -Technical/Vocational,0,1,0,0,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,0,2
Sri Lanka,5 Year,2022,8,1,19,1,NA,NA,NA,Post-Secondary -Technical/Vocational,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,19,1,NA,NA,NA,Post-Secondary -Technical/Vocational,1,0,0,NA,Never married,NA,NA,0,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2
Sri Lanka,5 Year,2021,8,1,22,1,NA,0,NA,NA,NA,0,0,NA,Married,22,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,19,NA,NA,NA,NA,NA,NA,0,0,NA,Married,19,0,0,NA,1,0,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2,1,1,1,1,2,1,2
Sri Lanka,5 Year,2022,8,1,22,1,NA,NA,NA,Post-Secondary -Technical/Vocational,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,0,2
Sri Lanka,5 Year,2023,8,1,22,1,NA,0,NA,NA,NA,0,0,NA,Married,19,1,1,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,2
Sri Lanka,5 Year,2023,8,1,24,1,NA,NA,NA,Post-Secondary -Technical/Vocational,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,2
Sri Lanka,5 Year,2023,8,1,25,1,NA,NA,NA,Post-Secondary -Technical/Vocational,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2
Sri Lanka,5 Year,2023,8,1,25,1,NA,NA,NA,University,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,2
Sri Lanka,5 Year,2023,8,1,20,1,NA,0,NA,NA,NA,0,0,NA,Married,20,1,1,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,0,2
Sri Lanka,5 Year,2023,8,1,23,1,NA,NA,NA,Post-Secondary -Technical/Vocational,0,1,0,0,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2
Sri Lanka,5 Year,2023,8,1,22,NA,NA,NA,NA,NA,NA,1,1,0,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,2
Sri Lanka,5 Year,2023,8,1,25,1,NA,NA,NA,Post-Secondary -Technical/Vocational,1,1,0,1,Married,20,1,1,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2
Sri Lanka,5 Year,2023,8,1,22,1,NA,NA,NA,Post-Secondary -Technical/Vocational,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2
Sri Lanka,5 Year,2023,8,1,23,1,NA,NA,NA,University,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,1,2
Sri Lanka,5 Year,2023,8,NA,23,NA,NA,NA,NA,NA,NA,1,0,0,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,1,2
Sri Lanka,5 Year,2023,8,1,24,NA,NA,NA,NA,NA,NA,0,0,NA,Married,23,1,1,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,2
Sri Lanka,5 Year,2023,8,NA,23,1,NA,NA,NA,Post-Secondary -Technical/Vocational,0,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,0,2
Sri Lanka,5 Year,2023,8,1,21,1,NA,NA,NA,University,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,2
Sri Lanka,5 Year,2023,8,1,23,1,NA,NA,NA,Post-Secondary -Technical/Vocational,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,1,2
Sri Lanka,5 Year,2023,8,1,25,1,NA,NA,NA,University,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,1,2
Sri Lanka,5 Year,2023,8,1,23,1,NA,NA,NA,University,1,0,0,NA,Never married,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,2,1,2
